Query	MAP
question_1	0.01098901098901099
question_2	0.5588235294117647
question_3	0.75
question_4	1.0
question_5	0.36675758166114686
question_6	0.23333333333333334
question_7	0.16140522875816993
question_8	0.5652963797548733
question_9	0.1125
question_10	0.5488782051282051
question_11	0.016653814022235074
question_12	0.22965100971714136
question_13	0.18275702903032093
question_14	0.4442857142857143
question_15	0.25972222222222224
question_16	0.46286656812972593
question_17	0.20536678234046654
question_18	0.2224747474747475
question_19	0.31568738480346603
question_20	0.2857142857142857
question_21	0.42924836601307187
question_22	0.20978095978095979
question_23	0.5222222222222223
question_24	0.30363095238095233
question_25	0.3084948752228164
question_26	0.2868686377474836
question_27	0.057698673939759644
question_28	0.8734126984126983
question_29	0.2521688025010352
question_30	0.5583333333333333
question_31	0.30363095238095233
question_32	0.3084948752228164
question_33	0.6348484848484848
question_34	0.8392857142857142
question_35	1.0
question_36	1.0
question_37	0.5575757575757575
question_38	1.0
question_39	0.6875
question_40	0.34393853831353827
question_41	0.45216105245517
question_42	0.24665378771972887
question_43	0.3742605233436997
question_44	0.270305494035407
question_45	0.7944444444444445
question_46	1.0
question_47	0.6172222222222222
question_48	0.3125
question_49	0.3858251633986928
question_50	0.39384440391983494
question_51	0.613095238095238
question_52	0.21685254910221402
question_53	0.552020202020202
question_54	0.3873015873015873
question_55	0.75
question_56	0.2314825115486432
question_57	0.35485022401582506
question_58	0.33754920152946466
question_59	1.0
question_60	0.41969830502439204
question_61	0.7934782608695652
question_62	0.0750999050799339
question_63	0.34717770034843204
question_64	0.7785714285714286
question_65	0.5088235294117647
question_66	0.5840080971659919
question_67	0.5990824534942183
question_68	0.478131469979296
question_69	1.0
question_70	0.3528645833333333
question_71	1.0
question_72	0.29192427698108864
question_73	0.6388888888888888
question_74	0.6039646627881922
question_75	0.6143790849673202
question_76	0.5852020202020202
question_77	0.48259464706833116
question_78	0.26407385566893415
question_79	1.0
question_80	0.46986708405492233
question_81	0.5171428571428571
question_82	0.31186868686868685
question_83	1.0
question_84	0.5805555555555555
question_85	1.0
question_86	0.7666666666666666
question_87	1.0
question_88	0.6666666666666666
question_89	0.43238125130780497
question_90	1.0
question_91	0.3799522134466051
question_92	1.0
question_93	0.5805555555555555
question_94	0.6666666666666666
question_95	0.8666666666666667
question_96	0.41666666666666663
question_97	0.5
question_98	0.2951388888888889
question_99	0.6954545454545454
question_100	0.41666666666666663
question_101	0.5
question_102	0.3002604581498033
question_103	0.24786230948075433
question_104	0.13955044955044954
question_105	0.20272316261837886
question_106	0.5555555555555555
question_107	0.2943452380952381
question_108	0.35914294750158127
question_109	0.5333658159864225
question_110	0.34469696969696967
question_111	0.2333790521913263
question_112	0.32898989898989905
question_113	0.19139592527658547
question_114	0.46986708405492233
question_115	0.317019362189753
question_116	0.29362437121744694
question_117	0.3247401433691756
question_118	0.5333655705996131
question_119	0.42767221523276505
question_120	0.3002604581498033
question_121	0.2889666121212976
question_122	0.7291666666666666
question_123	1.0
question_124	0.11493651762108137
question_125	1.0
question_126	0.7666666666666666
question_127	0.5285714285714285
question_128	1.0
question_129	0.41969830502439204
question_130	0.7131410256410257
question_131	1.0
question_132	0.8333333333333333
question_133	0.7784090909090909
question_134	0.8875
question_135	0.1361111111111111
question_136	0.7777777777777778
question_137	0.36475694444444445
question_138	0.21763193001359704
question_139	0.42701525054466233
question_140	0.5448397473162035
question_141	0.13677071130898605
question_142	0.7222222222222222
question_143	0.321082535743826
question_144	0.22704540062494089
question_145	0.7777777777777778
question_146	1.0
question_147	0.6428571428571428
question_148	0.5094373219373218
question_149	0.3968640765572173
question_150	0.29351838242222095
question_151	0.6742424242424243
question_152	0.3417670702890924
question_153	0.24786230948075433
question_154	0.5485209235209235
question_155	0.2860291971237965
question_156	0.8095238095238094
question_157	0.8055555555555555
question_158	0.5094373219373218
question_159	0.2273109243697479
question_160	0.3025044768400969
question_161	0.7934782608695652
question_162	0.29102705168173715
question_163	0.4926714647211541
question_164	0.42833333333333334
question_165	0.2273109243697479
question_166	0.3025044768400969
question_167	1.0
question_168	0.41315476190476186
question_169	0.1611431080996298
question_170	0.6081419125536772
question_171	0.375
question_172	0.7212665630515528
question_173	0.24223484848484844
question_174	0.8333333333333333
question_175	0.3288754462283874
question_176	0.05033681009929214
question_177	0.426554015046794
question_178	0.7321428571428571
question_179	0.22227579556412733
question_180	1.0
question_181	0.6081419125536772
question_182	0.375
question_183	0.7212665630515528
question_184	0.27249999999999996
question_185	1.0
question_186	0.7277777777777776
question_187	0.1218267080671291
question_188	0.5285650623885918
question_189	0.27226163192549746
question_190	0.35914294750158127
question_191	0.6302910052910052
question_192	0.75
question_193	0.4284189723320157
question_194	0.30454545454545456
question_195	0.29914529914529914
question_196	0.6352046783625731
question_197	0.9166666666666666
question_198	0.267013508122305
question_199	0.75
question_200	0.6651785714285714
question_201	0.3864458154549642
question_202	0.45555555555555555
question_203	0.12237762237762238
question_204	0.4333333333333333
question_205	0.23728590042393632
question_206	0.3365655272192996
question_207	0.3799544817927171
question_208	0.3288754462283874
question_209	0.3504224941724942
question_210	0.565211104684789
question_211	0.6144369053511521
question_212	0.2362262023288009
question_213	0.5835918982977806
question_214	0.3120634920634921
question_215	0.42527051455191794
question_216	0.35708333333333336
question_217	0.3277777777777778
question_218	0.5787445887445887
question_219	0.8392857142857142
question_220	1.0
question_221	0.2259196666333852
question_222	0.3221272545998369
question_223	0.13027231777231776
question_224	0.4861111111111111
question_225	0.3675789455672959
question_226	0.34845099580856703
question_227	0.3412211848302074
question_228	0.42540960896106916
question_229	0.30135333454635804
question_230	0.2608709849151025
question_231	0.4017135642135642
question_232	0.2100389863547758
question_233	0.5625
question_234	0.2100389863547758
question_235	1.0
question_236	0.51204614620968
question_237	0.43843438538205975
question_238	0.8333333333333333
question_239	0.26815129020855427
question_240	1.0
question_241	0.214572192513369
question_242	0.08835946272279939
question_243	0.41142999048741713
question_244	0.42424242424242425
question_245	0.8095238095238094
question_246	1.0
question_247	0.7861111111111111
question_248	0.1668873982552972
question_249	0.7972222222222222
question_250	0.6147186147186147
question_251	1.0
question_252	0.3355244996549344
question_253	0.8034782608695652
question_254	0.38108976508783765
question_255	0.5541666666666666
question_256	0.17174455830829646
question_257	0.641112012987013
question_258	0.3216101719896778
question_259	0.23420338296980905
question_260	0.15212401324166028
question_261	0.5685746352413018
question_262	0.5395292207792207
question_263	0.6097786243684077
question_264	0.25039752983476643
question_265	0.07725742130047482
question_266	0.7442391304347826
question_267	0.2006513870544772
question_268	0.39285714285714285
question_269	0.3602131564088085
question_270	0.35712727349807855
question_271	0.7291666666666666
question_272	0.42767221523276505
question_273	0.12768504044778803
question_274	0.6788617886178862
question_275	0.29560827911499094
question_276	0.5393536521985732
question_277	0.2848440545808967
question_278	0.28368008906802006
question_279	0.43799533799533796
question_280	1.0
question_281	0.2848440545808967
question_282	0.8611111111111112
question_283	0.75
question_284	0.4880952380952381
question_285	0.34011113363460627
question_286	0.7090909090909091
question_287	0.25
question_288	0.7090909090909091
question_289	0.6530612244897959
question_290	0.7986111111111112
question_291	0.5407966536415748
question_292	0.5541666666666666
question_293	0.28368008906802006
question_294	0.6238095238095237
question_295	1.0
question_296	0.02639344262295082
question_297	1.0
question_298	0.5155416329834934
question_299	0.08051461988304093
question_300	0.8095238095238094
question_301	0.09806256062912216
question_302	0.38108976508783765
question_303	1.0
question_304	0.3545634920634921
question_305	0.3208333333333333
question_306	0.6324786324786325
question_307	0.24938844393104118
question_308	0.75
question_309	0.7
question_310	1.0
question_311	0.21835585585585587
question_312	0.34011113363460627
question_313	0.34806359961639466
question_314	0.425
question_315	0.47236485522749966
question_316	0.4773828509441534
question_317	0.2454845622565029
question_318	0.35624999999999996
question_319	0.20839466385356972
question_320	0.5
question_321	0.21984478935698448
question_322	0.75
question_323	0.425
question_324	0.37853801169590645
question_325	0.5391331364895072
question_326	0.5317460317460317
question_327	0.4337535014005603
question_328	0.40194016871739024
question_329	0.22671229724205252
question_330	0.31826450389250827
question_331	0.6428571428571429
question_332	0.5608974358974359
question_333	0.5700757575757576
question_334	0.6666666666666666
question_335	0.3379946344735077
question_336	0.5708132045088566
question_337	0.30366747787185705
question_338	0.5102040816326531
question_339	0.3388672438672439
question_340	0.5295936886551353
question_341	0.1361111111111111
question_342	0.3388672438672439
question_343	1.0
question_344	1.0
question_345	0.42774629083856025
question_346	1.0
question_347	0.35056504288040763
question_348	0.5
question_349	0.31247899703782056
question_350	0.7375121975019516
question_351	0.2006513870544772
question_352	0.7128136200716845
question_353	0.3655283815629482
question_354	0.4275599128540304
question_355	0.2260123319329761
question_356	0.5384052682105707
question_357	0.22052787564912177
question_358	1.0
question_359	0.5505646299657189
question_360	0.37853801169590645
question_361	0.6035714285714285
question_362	0.6035714285714285
question_363	0.2926128707682106
question_364	0.10606155931147745
question_365	0.3505070761774527
question_366	0.29073013975567696
question_367	0.6957282913165265
question_368	0.2597578347578347
question_369	0.4463267660532476
question_370	0.3333333333333333
question_371	0.6762477718360071
question_372	0.55
question_373	0.5184782608695652
question_374	0.31553800614605926
question_375	0.1790580220812779
question_376	0.2345361566561787
question_377	0.16666666666666666
question_378	0.17289744038425936
question_379	1.0
question_380	0.4893182497013142
question_381	0.3784284974987062
question_382	0.6225779967159278
question_383	0.3388278388278388
question_384	0.75
question_385	0.5630621217594987
question_386	0.43124999999999997
question_387	0.7
question_388	0.6333333333333333
question_389	0.4827919084700194
question_390	0.4201536958066808
question_391	0.682967032967033
question_392	0.17261904761904762
question_393	0.75
question_394	0.6361111111111111
question_395	0.35932260228034874
question_396	0.6005668934240364
question_397	0.23661852166525066
question_398	0.7291666666666666
question_399	1.0
question_400	0.14887880787982208
question_401	0.1767573696145125
question_402	0.6166666666666667
question_403	0.8666666666666667
question_404	0.44063829787234043
question_405	0.5416666666666666
question_406	0.875
question_407	0.17758170669264298
question_408	0.3944263386861859
question_409	0.7222222222222222
question_410	1.0
question_411	0.8333333333333333
question_412	0.31518211451247163
question_413	0.8666666666666667
question_414	0.1960836099512363
question_415	1.0
question_416	0.7
question_417	0.5543915343915343
question_418	0.39902981707105417
question_419	0.34556090581729915
question_420	1.0
question_421	0.31639334995328916
question_422	0.4276959238274336
question_423	0.25970190970190965
question_424	0.125
question_425	0.17582442067736184
question_426	0.19615677987815444
question_427	0.508214046672419
question_428	0.19366411042615114
question_429	0.13120574205083183
question_430	0.09306894441165542
question_431	0.42527051455191794
question_432	0.6745726495726495
question_433	0.2654972169775528
question_434	0.17463582169464523
question_435	0.6083333333333334
question_436	0.19615677987815444
question_437	0.24167791273054431
question_438	0.34090909090909094
question_439	0.11244308480793712
question_440	0.8824786324786325
question_441	0.7755208333333333
question_442	0.270141242937853
question_443	0.2985449735449735
question_444	0.8824786324786325
question_445	1.0
question_446	0.7755208333333333
question_447	0.30451476497523594
question_448	1.0
question_449	0.7042857142857143
question_450	0.7611111111111111
question_451	0.525
question_452	0.8009090909090908
question_453	0.10086736934563022
question_454	0.4500297088532382
question_455	0.9166666666666666
question_456	0.19862819254383432
question_457	0.5213374967473328
question_458	0.5722222222222222
question_459	0.16996808088318432
question_460	0.5457875457875457
question_461	0.4335532848290948
question_462	0.8875
question_463	0.5584595959595959
question_464	0.2339630732125661
question_465	0.5543915343915343
question_466	0.46570048309178735
question_467	0.4335532848290948
question_468	0.743431855500821
question_469	0.5108271756978654
question_470	0.425
question_471	0.20881373004803966
question_472	0.2652099681834814
question_473	0.2609649122807018
question_474	0.5625
question_475	0.6383928571428571
question_476	0.17463582169464523
question_477	0.8140151515151515
question_478	0.4723429951690821
question_479	0.5126984126984127
question_480	0.7222222222222222
question_481	0.17824074074074073
question_482	0.3026334476205995
question_483	0.8875
question_484	0.0940018315018315
question_485	0.44940476190476186
question_486	0.37056986895220806
question_487	0.3495700166859197
question_488	0.5377706170187373
question_489	0.8541666666666666
question_490	1.0
question_491	1.0
question_492	0.3864458154549642
question_493	0.22697647321806239
question_494	0.731043956043956
question_495	1.0
question_496	0.16062640055380528
question_497	1.0
question_498	0.321082535743826
question_499	0.06618804593455183
question_500	0.2736431174656574
question_501	1.0
question_502	1.0
All Questions MAP	0.49496279570547597
